date,sunrise,sunset,solar_noon,sunrise(minutes),sunset(minutes),solar_noon(minutes)
2023-01-01,1900-01-01 06:26:37,1900-01-01 15:49:53,1900-01-01 11:08:15,386.0,949.0,668.0
2023-01-02,1900-01-01 06:26:44,1900-01-01 15:50:42,1900-01-01 11:08:43,386.0,950.0,668.0
2023-01-03,1900-01-01 06:26:49,1900-01-01 15:51:31,1900-01-01 11:09:10,386.0,951.0,669.0
2023-01-04,1900-01-01 06:26:52,1900-01-01 15:52:23,1900-01-01 11:09:37,386.0,952.0,669.0
2023-01-05,1900-01-01 06:26:53,1900-01-01 15:53:15,1900-01-01 11:10:04,386.0,953.0,670.0
2023-01-06,1900-01-01 06:26:51,1900-01-01 15:54:09,1900-01-01 11:10:30,386.0,954.0,670.0
2023-01-07,1900-01-01 06:26:47,1900-01-01 15:55:05,1900-01-01 11:10:56,386.0,955.0,670.0
2023-01-08,1900-01-01 06:26:41,1900-01-01 15:56:02,1900-01-01 11:11:22,386.0,956.0,671.0
2023-01-09,1900-01-01 06:26:33,1900-01-01 15:57:00,1900-01-01 11:11:47,386.0,957.0,671.0
2023-01-10,1900-01-01 06:26:23,1900-01-01 15:57:59,1900-01-01 11:12:11,386.0,957.0,672.0
2023-01-11,1900-01-01 06:26:11,1900-01-01 15:59:00,1900-01-01 11:12:35,386.0,959.0,672.0
2023-01-12,1900-01-01 06:25:56,1900-01-01 16:00:01,1900-01-01 11:12:59,385.0,960.0,672.0
2023-01-13,1900-01-01 06:25:40,1900-01-01 16:01:04,1900-01-01 11:13:22,385.0,961.0,673.0
2023-01-14,1900-01-01 06:25:21,1900-01-01 16:02:08,1900-01-01 11:13:44,385.0,962.0,673.0
2023-01-15,1900-01-01 06:25:00,1900-01-01 16:03:12,1900-01-01 11:14:06,385.0,963.0,674.0
2023-01-16,1900-01-01 06:24:37,1900-01-01 16:04:18,1900-01-01 11:14:28,384.0,964.0,674.0
2023-01-17,1900-01-01 06:24:12,1900-01-01 16:05:24,1900-01-01 11:14:48,384.0,965.0,674.0
2023-01-18,1900-01-01 06:23:45,1900-01-01 16:06:31,1900-01-01 11:15:08,383.0,966.0,675.0
2023-01-19,1900-01-01 06:23:16,1900-01-01 16:07:39,1900-01-01 11:15:28,383.0,967.0,675.0
2023-01-20,1900-01-01 06:22:45,1900-01-01 16:08:48,1900-01-01 11:15:46,382.0,968.0,675.0
2023-01-21,1900-01-01 06:22:12,1900-01-01 16:09:57,1900-01-01 11:16:04,382.0,969.0,676.0
