date,sunrise,sunset,solar_noon,sunrise(minutes),sunset(minutes),solar_noon(minutes)
2023-01-01,1900-01-01 08:37:51,1900-01-01 17:59:49,1900-01-01 13:18:50,517.0,1079.0,798.0
2023-01-02,1900-01-01 08:37:58,1900-01-01 18:00:37,1900-01-01 13:19:18,517.0,1080.0,799.0
2023-01-03,1900-01-01 08:38:03,1900-01-01 18:01:27,1900-01-01 13:19:45,518.0,1081.0,799.0
2023-01-04,1900-01-01 08:38:05,1900-01-01 18:02:19,1900-01-01 13:20:12,518.0,1082.0,800.0
2023-01-05,1900-01-01 08:38:05,1900-01-01 18:03:12,1900-01-01 13:20:39,518.0,1083.0,800.0
2023-01-06,1900-01-01 08:38:03,1900-01-01 18:04:06,1900-01-01 13:21:05,518.0,1084.0,801.0
2023-01-07,1900-01-01 08:37:59,1900-01-01 18:05:02,1900-01-01 13:21:31,517.0,1085.0,801.0
2023-01-08,1900-01-01 08:37:53,1900-01-01 18:05:59,1900-01-01 13:21:56,517.0,1085.0,801.0
2023-01-09,1900-01-01 08:37:45,1900-01-01 18:06:58,1900-01-01 13:22:21,517.0,1086.0,802.0
2023-01-10,1900-01-01 08:37:34,1900-01-01 18:07:58,1900-01-01 13:22:46,517.0,1087.0,802.0
2023-01-11,1900-01-01 08:37:21,1900-01-01 18:08:58,1900-01-01 13:23:10,517.0,1088.0,803.0
2023-01-12,1900-01-01 08:37:06,1900-01-01 18:10:00,1900-01-01 13:23:33,517.0,1090.0,803.0
2023-01-13,1900-01-01 08:36:49,1900-01-01 18:11:04,1900-01-01 13:23:56,516.0,1091.0,803.0
2023-01-14,1900-01-01 08:36:30,1900-01-01 18:12:08,1900-01-01 13:24:19,516.0,1092.0,804.0
2023-01-15,1900-01-01 08:36:09,1900-01-01 18:13:13,1900-01-01 13:24:41,516.0,1093.0,804.0
2023-01-16,1900-01-01 08:35:45,1900-01-01 18:14:19,1900-01-01 13:25:02,515.0,1094.0,805.0
2023-01-17,1900-01-01 08:35:20,1900-01-01 18:15:25,1900-01-01 13:25:23,515.0,1095.0,805.0
2023-01-18,1900-01-01 08:34:52,1900-01-01 18:16:33,1900-01-01 13:25:43,514.0,1096.0,805.0
2023-01-19,1900-01-01 08:34:23,1900-01-01 18:17:41,1900-01-01 13:26:02,514.0,1097.0,806.0
2023-01-20,1900-01-01 08:33:51,1900-01-01 18:18:50,1900-01-01 13:26:21,513.0,1098.0,806.0
2023-01-21,1900-01-01 08:33:18,1900-01-01 18:20:00,1900-01-01 13:26:39,513.0,1100.0,806.0
2023-01-22,1900-01-01 08:32:42,1900-01-01 18:21:10,1900-01-01 13:26:56,512.0,1101.0,806.0
2023-01-23,1900-01-01 08:32:04,1900-01-01 18:22:21,1900-01-01 13:27:13,512.0,1102.0,807.0
2023-01-24,1900-01-01 08:31:25,1900-01-01 18:23:32,1900-01-01 13:27:28,511.0,1103.0,807.0
2023-01-25,1900-01-01 08:30:44,1900-01-01 18:24:43,1900-01-01 13:27:44,510.0,1104.0,807.0
2023-01-26,1900-01-01 08:30:00,1900-01-01 18:25:55,1900-01-01 13:27:58,510.0,1105.0,807.0
2023-01-27,1900-01-01 08:29:15,1900-01-01 18:27:08,1900-01-01 13:28:11,509.0,1107.0,808.0
2023-01-28,1900-01-01 08:28:28,1900-01-01 18:28:20,1900-01-01 13:28:24,508.0,1108.0,808.0
2023-01-29,1900-01-01 08:27:40,1900-01-01 18:29:33,1900-01-01 13:28:36,507.0,1109.0,808.0
