date,sunrise,sunset,solar_noon,sunrise(minutes),sunset(minutes),solar_noon(minutes)
2023-01-01,1900-01-01 07:30:14,1900-01-01 16:46:53,1900-01-01 12:08:33,450.0,1006.0,728.0
2023-01-02,1900-01-01 07:30:20,1900-01-01 16:47:42,1900-01-01 12:09:01,450.0,1007.0,729.0
2023-01-03,1900-01-01 07:30:24,1900-01-01 16:48:33,1900-01-01 12:09:28,450.0,1008.0,729.0
2023-01-04,1900-01-01 07:30:25,1900-01-01 16:49:25,1900-01-01 12:09:55,450.0,1009.0,729.0
2023-01-05,1900-01-01 07:30:25,1900-01-01 16:50:19,1900-01-01 12:10:22,450.0,1010.0,730.0
2023-01-06,1900-01-01 07:30:22,1900-01-01 16:51:14,1900-01-01 12:10:48,450.0,1011.0,730.0
2023-01-07,1900-01-01 07:30:16,1900-01-01 16:52:11,1900-01-01 12:11:14,450.0,1012.0,731.0
2023-01-08,1900-01-01 07:30:09,1900-01-01 16:53:10,1900-01-01 12:11:39,450.0,1013.0,731.0
2023-01-09,1900-01-01 07:29:59,1900-01-01 16:54:09,1900-01-01 12:12:04,449.0,1014.0,732.0
2023-01-10,1900-01-01 07:29:48,1900-01-01 16:55:10,1900-01-01 12:12:29,449.0,1015.0,732.0
2023-01-11,1900-01-01 07:29:33,1900-01-01 16:56:12,1900-01-01 12:12:53,449.0,1016.0,732.0
2023-01-12,1900-01-01 07:29:17,1900-01-01 16:57:16,1900-01-01 12:13:17,449.0,1017.0,733.0
2023-01-13,1900-01-01 07:28:59,1900-01-01 16:58:20,1900-01-01 12:13:40,448.0,1018.0,733.0
2023-01-14,1900-01-01 07:28:38,1900-01-01 16:59:26,1900-01-01 12:14:02,448.0,1019.0,734.0
2023-01-15,1900-01-01 07:28:15,1900-01-01 17:00:32,1900-01-01 12:14:24,448.0,1020.0,734.0
2023-01-16,1900-01-01 07:27:50,1900-01-01 17:01:40,1900-01-01 12:14:45,447.0,1021.0,734.0
2023-01-17,1900-01-01 07:27:23,1900-01-01 17:02:48,1900-01-01 12:15:06,447.0,1022.0,735.0
2023-01-18,1900-01-01 07:26:54,1900-01-01 17:03:57,1900-01-01 12:15:26,446.0,1023.0,735.0
2023-01-19,1900-01-01 07:26:23,1900-01-01 17:05:07,1900-01-01 12:15:45,446.0,1025.0,735.0
2023-01-20,1900-01-01 07:25:50,1900-01-01 17:06:18,1900-01-01 12:16:04,445.0,1026.0,736.0
2023-01-21,1900-01-01 07:25:14,1900-01-01 17:07:29,1900-01-01 12:16:22,445.0,1027.0,736.0
2023-01-22,1900-01-01 07:24:37,1900-01-01 17:08:41,1900-01-01 12:16:39,444.0,1028.0,736.0
2023-01-23,1900-01-01 07:23:58,1900-01-01 17:09:54,1900-01-01 12:16:56,443.0,1029.0,736.0
2023-01-24,1900-01-01 07:23:16,1900-01-01 17:11:07,1900-01-01 12:17:12,443.0,1031.0,737.0
2023-01-25,1900-01-01 07:22:33,1900-01-01 17:12:20,1900-01-01 12:17:27,442.0,1032.0,737.0
2023-01-26,1900-01-01 07:21:48,1900-01-01 17:13:34,1900-01-01 12:17:41,441.0,1033.0,737.0
2023-01-27,1900-01-01 07:21:01,1900-01-01 17:14:49,1900-01-01 12:17:55,441.0,1034.0,737.0
2023-01-28,1900-01-01 07:20:12,1900-01-01 17:16:03,1900-01-01 12:18:08,440.0,1036.0,738.0
2023-01-29,1900-01-01 07:19:21,1900-01-01 17:17:18,1900-01-01 12:18:20,439.0,1037.0,738.0
2023-01-30,1900-01-01 07:18:28,1900-01-01 17:18:33,1900-01-01 12:18:31,438.0,1038.0,738.0
2023-01-31,1900-01-01 07:17:34,1900-01-01 17:19:48,1900-01-01 12:18:41,437.0,1039.0,738.0
2023-02-01,1900-01-01 07:16:38,1900-01-01 17:21:04,1900-01-01 12:18:51,436.0,1041.0,738.0
2023-02-02,1900-01-01 07:15:40,1900-01-01 17:22:19,1900-01-01 12:19:00,435.0,1042.0,739.0
2023-02-03,1900-01-01 07:14:40,1900-01-01 17:23:35,1900-01-01 12:19:08,434.0,1043.0,739.0
2023-02-04,1900-01-01 07:13:39,1900-01-01 17:24:51,1900-01-01 12:19:15,433.0,1044.0,739.0
2023-02-05,1900-01-01 07:12:36,1900-01-01 17:26:06,1900-01-01 12:19:21,432.0,1046.0,739.0
2023-02-06,1900-01-01 07:11:32,1900-01-01 17:27:22,1900-01-01 12:19:27,431.0,1047.0,739.0
2023-02-07,1900-01-01 07:10:26,1900-01-01 17:28:37,1900-01-01 12:19:32,430.0,1048.0,739.0
2023-02-08,1900-01-01 07:09:19,1900-01-01 17:29:53,1900-01-01 12:19:36,429.0,1049.0,739.0
2023-02-09,1900-01-01 07:08:10,1900-01-01 17:31:08,1900-01-01 12:19:39,428.0,1051.0,739.0
2023-02-10,1900-01-01 07:06:59,1900-01-01 17:32:23,1900-01-01 12:19:41,426.0,1052.0,739.0
2023-02-11,1900-01-01 07:05:47,1900-01-01 17:33:38,1900-01-01 12:19:43,425.0,1053.0,739.0
2023-02-12,1900-01-01 07:04:34,1900-01-01 17:34:53,1900-01-01 12:19:43,424.0,1054.0,739.0
2023-02-13,1900-01-01 07:03:19,1900-01-01 17:36:07,1900-01-01 12:19:43,423.0,1056.0,739.0
2023-02-14,1900-01-01 07:02:03,1900-01-01 17:37:22,1900-01-01 12:19:42,422.0,1057.0,739.0
2023-02-15,1900-01-01 07:00:46,1900-01-01 17:38:36,1900-01-01 12:19:41,420.0,1058.0,739.0
2023-02-16,1900-01-01 06:59:27,1900-01-01 17:39:49,1900-01-01 12:19:38,419.0,1059.0,739.0
2023-02-17,1900-01-01 06:58:07,1900-01-01 17:41:03,1900-01-01 12:19:35,418.0,1061.0,739.0
2023-02-18,1900-01-01 06:56:46,1900-01-01 17:42:16,1900-01-01 12:19:31,416.0,1062.0,739.0
2023-02-19,1900-01-01 06:55:24,1900-01-01 17:43:29,1900-01-01 12:19:26,415.0,1063.0,739.0
2023-02-20,1900-01-01 06:54:01,1900-01-01 17:44:41,1900-01-01 12:19:21,414.0,1064.0,739.0
2023-02-21,1900-01-01 06:52:36,1900-01-01 17:45:53,1900-01-01 12:19:15,412.0,1065.0,739.0
2023-02-22,1900-01-01 06:51:11,1900-01-01 17:47:05,1900-01-01 12:19:08,411.0,1067.0,739.0
2023-02-23,1900-01-01 06:49:44,1900-01-01 17:48:17,1900-01-01 12:19:00,409.0,1068.0,739.0
2023-02-24,1900-01-01 06:48:17,1900-01-01 17:49:28,1900-01-01 12:18:52,408.0,1069.0,738.0
2023-02-25,1900-01-01 06:46:48,1900-01-01 17:50:38,1900-01-01 12:18:43,406.0,1070.0,738.0
2023-02-26,1900-01-01 06:45:19,1900-01-01 17:51:49,1900-01-01 12:18:34,405.0,1071.0,738.0
2023-02-27,1900-01-01 06:43:49,1900-01-01 17:52:59,1900-01-01 12:18:24,403.0,1072.0,738.0
2023-02-28,1900-01-01 06:42:17,1900-01-01 17:54:08,1900-01-01 12:18:13,402.0,1074.0,738.0
2023-03-01,1900-01-01 06:40:45,1900-01-01 17:55:18,1900-01-01 12:18:02,400.0,1075.0,738.0
2023-03-02,1900-01-01 06:39:13,1900-01-01 17:56:27,1900-01-01 12:17:50,399.0,1076.0,737.0
2023-03-03,1900-01-01 06:37:39,1900-01-01 17:57:35,1900-01-01 12:17:37,397.0,1077.0,737.0
2023-03-04,1900-01-01 06:36:05,1900-01-01 17:58:44,1900-01-01 12:17:24,396.0,1078.0,737.0
2023-03-05,1900-01-01 06:34:30,1900-01-01 17:59:51,1900-01-01 12:17:11,394.0,1079.0,737.0
2023-03-06,1900-01-01 06:32:54,1900-01-01 18:00:59,1900-01-01 12:16:57,392.0,1080.0,736.0
